Year,Month,Decimal Year,Figure Reference,Sea_Area,Monthly_Average_Sea_Surface_Temperature_degrees_C
2013,7,2013.50,Figure 4.12,Fladen,13.29
2013,8,2013.58,Figure 4.12,Fladen,14.45
2013,9,2013.67,Figure 4.12,Fladen,12.93
2013,10,2013.75,Figure 4.12,Fladen,11.69
2013,11,2013.83,Figure 4.12,Fladen,10.58
2013,12,2013.92,Figure 4.12,Fladen,9.31
1997,1,1997.00,Figure 4.12,Moray Firth,7.80
1997,2,1997.08,Figure 4.12,Moray Firth,7.48
1997,3,1997.17,Figure 4.12,Moray Firth,7.29
1997,4,1997.25,Figure 4.12,Moray Firth,7.75
1997,5,1997.33,Figure 4.12,Moray Firth,8.89
1997,6,1997.42,Figure 4.12,Moray Firth,10.92
1997,7,1997.50,Figure 4.12,Moray Firth,13.13
1997,8,1997.58,Figure 4.12,Moray Firth,14.98
1997,9,1997.67,Figure 4.12,Moray Firth,13.07
1997,10,1997.75,Figure 4.12,Moray Firth,12.49
1997,11,1997.83,Figure 4.12,Moray Firth,11.60
1997,12,1997.92,Figure 4.12,Moray Firth,10.27
1998,1,1998.00,Figure 4.12,Moray Firth,9.18
1998,2,1998.08,Figure 4.12,Moray Firth,8.47
1998,3,1998.17,Figure 4.12,Moray Firth,8.17
1998,4,1998.25,Figure 4.12,Moray Firth,7.94
1998,5,1998.33,Figure 4.12,Moray Firth,9.50
1998,6,1998.42,Figure 4.12,Moray Firth,10.66
1998,7,1998.50,Figure 4.12,Moray Firth,12.05
1998,8,1998.58,Figure 4.12,Moray Firth,12.74
1998,9,1998.67,Figure 4.12,Moray Firth,12.78
1998,10,1998.75,Figure 4.12,Moray Firth,11.62
1998,11,1998.83,Figure 4.12,Moray Firth,10.29
1998,12,1998.92,Figure 4.12,Moray Firth,9.06
1999,1,1999.00,Figure 4.12,Moray Firth,7.95
1999,2,1999.08,Figure 4.12,Moray Firth,7.02
1999,3,1999.17,Figure 4.12,Moray Firth,6.77
1999,4,1999.25,Figure 4.12,Moray Firth,7.53
1999,5,1999.33,Figure 4.12,Moray Firth,9.09
1999,6,1999.42,Figure 4.12,Moray Firth,10.39
1999,7,1999.50,Figure 4.12,Moray Firth,13.09
1999,8,1999.58,Figure 4.12,Moray Firth,13.61
1999,9,1999.67,Figure 4.12,Moray Firth,13.14
1999,10,1999.75,Figure 4.12,Moray Firth,12.10
1999,11,1999.83,Figure 4.12,Moray Firth,11.04
1999,12,1999.92,Figure 4.12,Moray Firth,9.23
2000,1,2000.00,Figure 4.12,Moray Firth,7.89
2000,2,2000.08,Figure 4.12,Moray Firth,7.43
2000,3,2000.17,Figure 4.12,Moray Firth,7.45
2000,4,2000.25,Figure 4.12,Moray Firth,7.25
2000,5,2000.33,Figure 4.12,Moray Firth,9.53
2000,6,2000.42,Figure 4.12,Moray Firth,10.62
2000,7,2000.50,Figure 4.12,Moray Firth,12.04
2000,8,2000.58,Figure 4.12,Moray Firth,13.66
2000,9,2000.67,Figure 4.12,Moray Firth,12.92
2000,10,2000.75,Figure 4.12,Moray Firth,11.83
2000,11,2000.83,Figure 4.12,Moray Firth,10.56
2000,12,2000.92,Figure 4.12,Moray Firth,9.92
2001,1,2001.00,Figure 4.12,Moray Firth,8.70
2001,2,2001.08,Figure 4.12,Moray Firth,7.17
2001,3,2001.17,Figure 4.12,Moray Firth,6.59
2001,4,2001.25,Figure 4.12,Moray Firth,6.91
2001,5,2001.33,Figure 4.12,Moray Firth,9.17
2001,6,2001.42,Figure 4.12,Moray Firth,10.45
2001,7,2001.50,Figure 4.12,Moray Firth,12.51
2001,8,2001.58,Figure 4.12,Moray Firth,13.53
2001,9,2001.67,Figure 4.12,Moray Firth,12.64
2001,10,2001.75,Figure 4.12,Moray Firth,12.33
2001,11,2001.83,Figure 4.12,Moray Firth,11.11
2001,12,2001.92,Figure 4.12,Moray Firth,9.65
2002,1,2002.00,Figure 4.12,Moray Firth,8.33
2002,2,2002.08,Figure 4.12,Moray Firth,7.86
2002,3,2002.17,Figure 4.12,Moray Firth,7.31
2002,4,2002.25,Figure 4.12,Moray Firth,7.93
2002,5,2002.33,Figure 4.12,Moray Firth,9.34
2002,6,2002.42,Figure 4.12,Moray Firth,11.75
2002,7,2002.50,Figure 4.12,Moray Firth,13.17
2002,8,2002.58,Figure 4.12,Moray Firth,14.38
2002,9,2002.67,Figure 4.12,Moray Firth,13.77
2002,10,2002.75,Figure 4.12,Moray Firth,12.66
2002,11,2002.83,Figure 4.12,Moray Firth,11.08
2002,12,2002.92,Figure 4.12,Moray Firth,10.09
2003,1,2003.00,Figure 4.12,Moray Firth,8.86
2003,2,2003.08,Figure 4.12,Moray Firth,7.74
2003,3,2003.17,Figure 4.12,Moray Firth,7.55
2003,4,2003.25,Figure 4.12,Moray Firth,8.28
2003,5,2003.33,Figure 4.12,Moray Firth,9.57
2003,6,2003.42,Figure 4.12,Moray Firth,12.20
2003,7,2003.50,Figure 4.12,Moray Firth,13.93
2003,8,2003.58,Figure 4.12,Moray Firth,14.73
2003,9,2003.67,Figure 4.12,Moray Firth,13.76
2003,10,2003.75,Figure 4.12,Moray Firth,12.31
2003,11,2003.83,Figure 4.12,Moray Firth,11.42
2003,12,2003.92,Figure 4.12,Moray Firth,10.16
2004,1,2004.00,Figure 4.12,Moray Firth,8.76
2004,2,2004.08,Figure 4.12,Moray Firth,7.92
2004,3,2004.17,Figure 4.12,Moray Firth,7.55
2004,4,2004.25,Figure 4.12,Moray Firth,7.84
2004,5,2004.33,Figure 4.12,Moray Firth,9.36
2004,6,2004.42,Figure 4.12,Moray Firth,11.62
2004,7,2004.50,Figure 4.12,Moray Firth,12.99
2004,8,2004.58,Figure 4.12,Moray Firth,14.39
2004,9,2004.67,Figure 4.12,Moray Firth,13.27
2004,10,2004.75,Figure 4.12,Moray Firth,11.98
2004,11,2004.83,Figure 4.12,Moray Firth,11.37
2004,12,2004.92,Figure 4.12,Moray Firth,10.02
2005,1,2005.00,Figure 4.12,Moray Firth,8.36
2005,2,2005.08,Figure 4.12,Moray Firth,7.66
2005,3,2005.17,Figure 4.12,Moray Firth,7.25
2005,4,2005.25,Figure 4.12,Moray Firth,7.81
2005,5,2005.33,Figure 4.12,Moray Firth,8.85
2005,6,2005.42,Figure 4.12,Moray Firth,11.03
2005,7,2005.50,Figure 4.12,Moray Firth,13.62
2005,8,2005.58,Figure 4.12,Moray Firth,13.32
2005,9,2005.67,Figure 4.12,Moray Firth,12.93
2005,10,2005.75,Figure 4.12,Moray Firth,12.13
2005,11,2005.83,Figure 4.12,Moray Firth,11.31
2005,12,2005.92,Figure 4.12,Moray Firth,9.84
2006,1,2006.00,Figure 4.12,Moray Firth,8.68
2006,2,2006.08,Figure 4.12,Moray Firth,7.95
2006,3,2006.17,Figure 4.12,Moray Firth,7.06
2006,4,2006.25,Figure 4.12,Moray Firth,7.17
2006,5,2006.33,Figure 4.12,Moray Firth,8.56
2006,6,2006.42,Figure 4.12,Moray Firth,11.04
2006,7,2006.50,Figure 4.12,Moray Firth,13.73
2006,8,2006.58,Figure 4.12,Moray Firth,13.90
2006,9,2006.67,Figure 4.12,Moray Firth,13.69
2006,10,2006.75,Figure 4.12,Moray Firth,12.91
2006,11,2006.83,Figure 4.12,Moray Firth,11.55
2006,12,2006.92,Figure 4.12,Moray Firth,10.13
2007,1,2007.00,Figure 4.12,Moray Firth,8.81
2007,2,2007.08,Figure 4.12,Moray Firth,7.97
2007,3,2007.17,Figure 4.12,Moray Firth,7.87
2007,4,2007.25,Figure 4.12,Moray Firth,8.49
2007,5,2007.33,Figure 4.12,Moray Firth,9.71
2007,6,2007.42,Figure 4.12,Moray Firth,11.50
2007,7,2007.50,Figure 4.12,Moray Firth,12.91
2007,8,2007.58,Figure 4.12,Moray Firth,12.98
2007,9,2007.67,Figure 4.12,Moray Firth,12.42
2007,10,2007.75,Figure 4.12,Moray Firth,11.93
2007,11,2007.83,Figure 4.12,Moray Firth,10.84
2007,12,2007.92,Figure 4.12,Moray Firth,9.35
2008,1,2008.00,Figure 4.12,Moray Firth,8.28
2008,2,2008.08,Figure 4.12,Moray Firth,7.50
2008,3,2008.17,Figure 4.12,Moray Firth,7.03
2008,4,2008.25,Figure 4.12,Moray Firth,7.31
2008,5,2008.33,Figure 4.12,Moray Firth,9.96
2008,6,2008.42,Figure 4.12,Moray Firth,11.46
2008,7,2008.50,Figure 4.12,Moray Firth,12.49
2008,8,2008.58,Figure 4.12,Moray Firth,13.82
2008,9,2008.67,Figure 4.12,Moray Firth,13.38
2008,10,2008.75,Figure 4.12,Moray Firth,12.03
2008,11,2008.83,Figure 4.12,Moray Firth,10.57
2008,12,2008.92,Figure 4.12,Moray Firth,8.98
2009,1,2009.00,Figure 4.12,Moray Firth,7.90
2009,2,2009.08,Figure 4.12,Moray Firth,7.16
2009,3,2009.17,Figure 4.12,Moray Firth,7.23
2009,4,2009.25,Figure 4.12,Moray Firth,7.92
2009,5,2009.33,Figure 4.12,Moray Firth,9.29
2009,6,2009.42,Figure 4.12,Moray Firth,11.98
2009,7,2009.50,Figure 4.12,Moray Firth,14.40
2009,8,2009.58,Figure 4.12,Moray Firth,14.32
2009,9,2009.67,Figure 4.12,Moray Firth,13.29
2009,10,2009.75,Figure 4.12,Moray Firth,12.41
2009,11,2009.83,Figure 4.12,Moray Firth,11.58
2009,12,2009.92,Figure 4.12,Moray Firth,10.01
2010,1,2010.00,Figure 4.12,Moray Firth,8.36
2010,2,2010.08,Figure 4.12,Moray Firth,7.14
2010,3,2010.17,Figure 4.12,Moray Firth,7.11
2010,4,2010.25,Figure 4.12,Moray Firth,7.41
2010,5,2010.33,Figure 4.12,Moray Firth,8.74
2010,6,2010.42,Figure 4.12,Moray Firth,11.57
2010,7,2010.50,Figure 4.12,Moray Firth,12.71
2010,8,2010.58,Figure 4.12,Moray Firth,13.55
2010,9,2010.67,Figure 4.12,Moray Firth,12.87
2010,10,2010.75,Figure 4.12,Moray Firth,11.82
2010,11,2010.83,Figure 4.12,Moray Firth,10.53
2010,12,2010.92,Figure 4.12,Moray Firth,8.53
2011,1,2011.00,Figure 4.12,Moray Firth,7.50
2011,2,2011.08,Figure 4.12,Moray Firth,6.94
2011,3,2011.17,Figure 4.12,Moray Firth,7.04
2011,4,2011.25,Figure 4.12,Moray Firth,7.82
2011,5,2011.33,Figure 4.12,Moray Firth,9.54
2011,6,2011.42,Figure 4.12,Moray Firth,11.08
2011,7,2011.50,Figure 4.12,Moray Firth,13.52
2011,8,2011.58,Figure 4.12,Moray Firth,13.66
2011,9,2011.67,Figure 4.12,Moray Firth,12.93
2011,10,2011.75,Figure 4.12,Moray Firth,12.23
2011,11,2011.83,Figure 4.12,Moray Firth,11.56
2011,12,2011.92,Figure 4.12,Moray Firth,9.74
2012,1,2012.00,Figure 4.12,Moray Firth,8.20
2012,2,2012.08,Figure 4.12,Moray Firth,7.51
2012,3,2012.17,Figure 4.12,Moray Firth,7.82
2012,4,2012.25,Figure 4.12,Moray Firth,7.95
2012,5,2012.33,Figure 4.12,Moray Firth,8.98
2012,6,2012.42,Figure 4.12,Moray Firth,11.18
2012,7,2012.50,Figure 4.12,Moray Firth,12.27
2012,8,2012.58,Figure 4.12,Moray Firth,13.86
2012,9,2012.67,Figure 4.12,Moray Firth,12.53
2012,10,2012.75,Figure 4.12,Moray Firth,11.52
2012,11,2012.83,Figure 4.12,Moray Firth,10.59
2012,12,2012.92,Figure 4.12,Moray Firth,9.18
2013,1,2013.00,Figure 4.12,Moray Firth,7.97
2013,2,2013.08,Figure 4.12,Moray Firth,6.85
2013,3,2013.17,Figure 4.12,Moray Firth,6.40
2013,4,2013.25,Figure 4.12,Moray Firth,6.68
2013,5,2013.33,Figure 4.12,Moray Firth,8.20
2013,6,2013.42,Figure 4.12,Moray Firth,10.95
2013,7,2013.50,Figure 4.12,Moray Firth,13.13
2013,8,2013.58,Figure 4.12,Moray Firth,14.11
2013,9,2013.67,Figure 4.12,Moray Firth,12.78
2013,10,2013.75,Figure 4.12,Moray Firth,12.22
2013,11,2013.83,Figure 4.12,Moray Firth,11.11
2013,12,2013.92,Figure 4.12,Moray Firth,9.66
1997,1,1997.00,Figure 4.12,Forties,7.01
1997,2,1997.08,Figure 4.12,Forties,6.96
1997,3,1997.17,Figure 4.12,Forties,6.77
1997,4,1997.25,Figure 4.12,Forties,7.24
1997,5,1997.33,Figure 4.12,Forties,8.60
1997,6,1997.42,Figure 4.12,Forties,11.19
1997,7,1997.50,Figure 4.12,Forties,14.32
1997,8,1997.58,Figure 4.12,Forties,16.56
1997,9,1997.67,Figure 4.12,Forties,13.63
1997,10,1997.75,Figure 4.12,Forties,11.73
1997,11,1997.83,Figure 4.12,Forties,10.24
1997,12,1997.92,Figure 4.12,Forties,9.02
1998,1,1998.00,Figure 4.12,Forties,8.34
1998,2,1998.08,Figure 4.12,Forties,7.84
1998,3,1998.17,Figure 4.12,Forties,7.74
1998,4,1998.25,Figure 4.12,Forties,7.60
1998,5,1998.33,Figure 4.12,Forties,9.66
1998,6,1998.42,Figure 4.12,Forties,11.52
1998,7,1998.50,Figure 4.12,Forties,12.84
1998,8,1998.58,Figure 4.12,Forties,13.31
1998,9,1998.67,Figure 4.12,Forties,12.78
1998,10,1998.75,Figure 4.12,Forties,11.18
1998,11,1998.83,Figure 4.12,Forties,9.53
1998,12,1998.92,Figure 4.12,Forties,8.54
1999,1,1999.00,Figure 4.12,Forties,7.80
1999,2,1999.08,Figure 4.12,Forties,6.92
1999,3,1999.17,Figure 4.12,Forties,6.63
1999,4,1999.25,Figure 4.12,Forties,7.28
1999,5,1999.33,Figure 4.12,Forties,9.04
1999,6,1999.42,Figure 4.12,Forties,11.01
1999,7,1999.50,Figure 4.12,Forties,14.15
1999,8,1999.58,Figure 4.12,Forties,14.69
1999,9,1999.67,Figure 4.12,Forties,14.25
1999,10,1999.75,Figure 4.12,Forties,11.97
1999,11,1999.83,Figure 4.12,Forties,10.23
1999,12,1999.92,Figure 4.12,Forties,8.70
2000,1,2000.00,Figure 4.12,Forties,7.68
2000,2,2000.08,Figure 4.12,Forties,7.19
2000,3,2000.17,Figure 4.12,Forties,7.08
2000,4,2000.25,Figure 4.12,Forties,7.03
2000,5,2000.33,Figure 4.12,Forties,9.47
2000,6,2000.42,Figure 4.12,Forties,11.13
2000,7,2000.50,Figure 4.12,Forties,12.68
2000,8,2000.58,Figure 4.12,Forties,14.60
2000,9,2000.67,Figure 4.12,Forties,13.24
2000,10,2000.75,Figure 4.12,Forties,11.39
2000,11,2000.83,Figure 4.12,Forties,9.85
2000,12,2000.92,Figure 4.12,Forties,9.13
2001,1,2001.00,Figure 4.12,Forties,7.93
2001,2,2001.08,Figure 4.12,Forties,6.88
2001,3,2001.17,Figure 4.12,Forties,6.49
2001,4,2001.25,Figure 4.12,Forties,6.85
2001,5,2001.33,Figure 4.12,Forties,9.59
2001,6,2001.42,Figure 4.12,Forties,11.15
2001,7,2001.50,Figure 4.12,Forties,13.98
2001,8,2001.58,Figure 4.12,Forties,14.91
2001,9,2001.67,Figure 4.12,Forties,12.96
2001,10,2001.75,Figure 4.12,Forties,12.07
2001,11,2001.83,Figure 4.12,Forties,10.21
2001,12,2001.92,Figure 4.12,Forties,8.81
2002,1,2002.00,Figure 4.12,Forties,7.80
2002,2,2002.08,Figure 4.12,Forties,7.52
2002,3,2002.17,Figure 4.12,Forties,7.11
2002,4,2002.25,Figure 4.12,Forties,7.74
2002,5,2002.33,Figure 4.12,Forties,9.39
2002,6,2002.42,Figure 4.12,Forties,12.62
2002,7,2002.50,Figure 4.12,Forties,14.57
2002,8,2002.58,Figure 4.12,Forties,16.37
2002,9,2002.67,Figure 4.12,Forties,14.89
2002,10,2002.75,Figure 4.12,Forties,12.49
2002,11,2002.83,Figure 4.12,Forties,9.92
2002,12,2002.92,Figure 4.12,Forties,8.93
2003,1,2003.00,Figure 4.12,Forties,8.01
2003,2,2003.08,Figure 4.12,Forties,7.21
2003,3,2003.17,Figure 4.12,Forties,7.17
2003,4,2003.25,Figure 4.12,Forties,7.96
2003,5,2003.33,Figure 4.12,Forties,9.77
2003,6,2003.42,Figure 4.12,Forties,13.28
2003,7,2003.50,Figure 4.12,Forties,15.50
2003,8,2003.58,Figure 4.12,Forties,16.41
2003,9,2003.67,Figure 4.12,Forties,14.80
2003,10,2003.75,Figure 4.12,Forties,12.08
2003,11,2003.83,Figure 4.12,Forties,10.70
2003,12,2003.92,Figure 4.12,Forties,9.62
2004,1,2004.00,Figure 4.12,Forties,8.48
2004,2,2004.08,Figure 4.12,Forties,7.70
2004,3,2004.17,Figure 4.12,Forties,7.29
2004,4,2004.25,Figure 4.12,Forties,7.82
2004,5,2004.33,Figure 4.12,Forties,9.66
2004,6,2004.42,Figure 4.12,Forties,12.29
2004,7,2004.50,Figure 4.12,Forties,13.72
2004,8,2004.58,Figure 4.12,Forties,15.81
2004,9,2004.67,Figure 4.12,Forties,13.72
2004,10,2004.75,Figure 4.12,Forties,11.44
2004,11,2004.83,Figure 4.12,Forties,10.47
2004,12,2004.92,Figure 4.12,Forties,9.29
2005,1,2005.00,Figure 4.12,Forties,8.08
2005,2,2005.08,Figure 4.12,Forties,7.25
2005,3,2005.17,Figure 4.12,Forties,6.93
2005,4,2005.25,Figure 4.12,Forties,7.47
2005,5,2005.33,Figure 4.12,Forties,8.67
2005,6,2005.42,Figure 4.12,Forties,11.35
2005,7,2005.50,Figure 4.12,Forties,14.56
2005,8,2005.58,Figure 4.12,Forties,14.21
2005,9,2005.67,Figure 4.12,Forties,13.75
2005,10,2005.75,Figure 4.12,Forties,12.12
2005,11,2005.83,Figure 4.12,Forties,10.58
2005,12,2005.92,Figure 4.12,Forties,9.11
2006,1,2006.00,Figure 4.12,Forties,8.07
2006,2,2006.08,Figure 4.12,Forties,7.59
2006,3,2006.17,Figure 4.12,Forties,6.75
2006,4,2006.25,Figure 4.12,Forties,7.15
2006,5,2006.33,Figure 4.12,Forties,8.81
2006,6,2006.42,Figure 4.12,Forties,11.51
2006,7,2006.50,Figure 4.12,Forties,15.36
2006,8,2006.58,Figure 4.12,Forties,15.97
2006,9,2006.67,Figure 4.12,Forties,14.68
2006,10,2006.75,Figure 4.12,Forties,13.08
2006,11,2006.83,Figure 4.12,Forties,10.71
2006,12,2006.92,Figure 4.12,Forties,9.48
2007,1,2007.00,Figure 4.12,Forties,8.54
2007,2,2007.08,Figure 4.12,Forties,7.75
2007,3,2007.17,Figure 4.12,Forties,7.63
2007,4,2007.25,Figure 4.12,Forties,8.36
2007,5,2007.33,Figure 4.12,Forties,9.82
2007,6,2007.42,Figure 4.12,Forties,12.25
2007,7,2007.50,Figure 4.12,Forties,14.06
2007,8,2007.58,Figure 4.12,Forties,14.24
2007,9,2007.67,Figure 4.12,Forties,13.12
2007,10,2007.75,Figure 4.12,Forties,11.79
2007,11,2007.83,Figure 4.12,Forties,10.28
2007,12,2007.92,Figure 4.12,Forties,8.91
2008,1,2008.00,Figure 4.12,Forties,7.82
2008,2,2008.08,Figure 4.12,Forties,7.25
2008,3,2008.17,Figure 4.12,Forties,6.91
2008,4,2008.25,Figure 4.12,Forties,7.28
2008,5,2008.33,Figure 4.12,Forties,10.41
2008,6,2008.42,Figure 4.12,Forties,12.50
2008,7,2008.50,Figure 4.12,Forties,13.73
2008,8,2008.58,Figure 4.12,Forties,14.71
2008,9,2008.67,Figure 4.12,Forties,13.92
2008,10,2008.75,Figure 4.12,Forties,11.65
2008,11,2008.83,Figure 4.12,Forties,9.82
2008,12,2008.92,Figure 4.12,Forties,8.43
2009,1,2009.00,Figure 4.12,Forties,7.46
2009,2,2009.08,Figure 4.12,Forties,6.66
2009,3,2009.17,Figure 4.12,Forties,7.10
2009,4,2009.25,Figure 4.12,Forties,7.85
2009,5,2009.33,Figure 4.12,Forties,9.48
2009,6,2009.42,Figure 4.12,Forties,12.74
2009,7,2009.50,Figure 4.12,Forties,15.38
2009,8,2009.58,Figure 4.12,Forties,15.28
2009,9,2009.67,Figure 4.12,Forties,13.59
2009,10,2009.75,Figure 4.12,Forties,11.91
2009,11,2009.83,Figure 4.12,Forties,10.61
2009,12,2009.92,Figure 4.12,Forties,9.12
2010,1,2010.00,Figure 4.12,Forties,7.71
2010,2,2010.08,Figure 4.12,Forties,6.73
2010,3,2010.17,Figure 4.12,Forties,6.75
2010,4,2010.25,Figure 4.12,Forties,7.30
2010,5,2010.33,Figure 4.12,Forties,9.24
2010,6,2010.42,Figure 4.12,Forties,12.05
2010,7,2010.50,Figure 4.12,Forties,13.81
2010,8,2010.58,Figure 4.12,Forties,14.80
2010,9,2010.67,Figure 4.12,Forties,13.43
2010,10,2010.75,Figure 4.12,Forties,11.44
2010,11,2010.83,Figure 4.12,Forties,9.83
2010,12,2010.92,Figure 4.12,Forties,7.80
2011,1,2011.00,Figure 4.12,Forties,7.02
2011,2,2011.08,Figure 4.12,Forties,6.54
2011,3,2011.17,Figure 4.12,Forties,6.47
2011,4,2011.25,Figure 4.12,Forties,7.61
2011,5,2011.33,Figure 4.12,Forties,9.76
2011,6,2011.42,Figure 4.12,Forties,11.70
2011,7,2011.50,Figure 4.12,Forties,14.24
2011,8,2011.58,Figure 4.12,Forties,14.16
2011,9,2011.67,Figure 4.12,Forties,13.04
2011,10,2011.75,Figure 4.12,Forties,11.80
2011,11,2011.83,Figure 4.12,Forties,10.88
2011,12,2011.92,Figure 4.12,Forties,9.22
2012,1,2012.00,Figure 4.12,Forties,7.96
2012,2,2012.08,Figure 4.12,Forties,7.17
2012,3,2012.17,Figure 4.12,Forties,7.53
2012,4,2012.25,Figure 4.12,Forties,7.54
2012,5,2012.33,Figure 4.12,Forties,8.97
2012,6,2012.42,Figure 4.12,Forties,11.61
2012,7,2012.50,Figure 4.12,Forties,13.30
2012,8,2012.58,Figure 4.12,Forties,15.33
2012,9,2012.67,Figure 4.12,Forties,13.19
2012,10,2012.75,Figure 4.12,Forties,10.96
2012,11,2012.83,Figure 4.12,Forties,9.67
2012,12,2012.92,Figure 4.12,Forties,8.46
2013,1,2013.00,Figure 4.12,Forties,7.53
2013,2,2013.08,Figure 4.12,Forties,6.45
2013,3,2013.17,Figure 4.12,Forties,5.94
2013,4,2013.25,Figure 4.12,Forties,6.11
2013,5,2013.33,Figure 4.12,Forties,7.91
2013,6,2013.42,Figure 4.12,Forties,11.20
2013,7,2013.50,Figure 4.12,Forties,14.48
2013,8,2013.58,Figure 4.12,Forties,15.54
2013,9,2013.67,Figure 4.12,Forties,13.57
2013,10,2013.75,Figure 4.12,Forties,11.74
2013,11,2013.83,Figure 4.12,Forties,10.15
2013,12,2013.92,Figure 4.12,Forties,8.95
1997,1,1997.00,Figure 4.12,East Scotland Coast,7.18
1997,2,1997.08,Figure 4.12,East Scotland Coast,7.05
1997,3,1997.17,Figure 4.12,East Scotland Coast,6.78
1997,4,1997.25,Figure 4.12,East Scotland Coast,7.24
1997,5,1997.33,Figure 4.12,East Scotland Coast,8.54
1997,6,1997.42,Figure 4.12,East Scotland Coast,11.02
1997,7,1997.50,Figure 4.12,East Scotland Coast,13.73
1997,8,1997.58,Figure 4.12,East Scotland Coast,15.81
1997,9,1997.67,Figure 4.12,East Scotland Coast,13.25
1997,10,1997.75,Figure 4.12,East Scotland Coast,12.04
1997,11,1997.83,Figure 4.12,East Scotland Coast,10.78
1997,12,1997.92,Figure 4.12,East Scotland Coast,9.43
1998,1,1998.00,Figure 4.12,East Scotland Coast,8.50
1998,2,1998.08,Figure 4.12,East Scotland Coast,7.93
1998,3,1998.17,Figure 4.12,East Scotland Coast,7.68
1998,4,1998.25,Figure 4.12,East Scotland Coast,7.51
1998,5,1998.33,Figure 4.12,East Scotland Coast,9.52
1998,6,1998.42,Figure 4.12,East Scotland Coast,11.01
1998,7,1998.50,Figure 4.12,East Scotland Coast,12.48
1998,8,1998.58,Figure 4.12,East Scotland Coast,13.04
1998,9,1998.67,Figure 4.12,East Scotland Coast,12.70
1998,10,1998.75,Figure 4.12,East Scotland Coast,11.41
1998,11,1998.83,Figure 4.12,East Scotland Coast,10.01
1998,12,1998.92,Figure 4.12,East Scotland Coast,8.77
1999,1,1999.00,Figure 4.12,East Scotland Coast,7.64
1999,2,1999.08,Figure 4.12,East Scotland Coast,6.62
1999,3,1999.17,Figure 4.12,East Scotland Coast,6.32
1999,4,1999.25,Figure 4.12,East Scotland Coast,7.05
1999,5,1999.33,Figure 4.12,East Scotland Coast,8.94
1999,6,1999.42,Figure 4.12,East Scotland Coast,10.70
1999,7,1999.50,Figure 4.12,East Scotland Coast,13.79
1999,8,1999.58,Figure 4.12,East Scotland Coast,14.25
1999,9,1999.67,Figure 4.12,East Scotland Coast,13.73
1999,10,1999.75,Figure 4.12,East Scotland Coast,11.98
1999,11,1999.83,Figure 4.12,East Scotland Coast,10.57
1999,12,1999.92,Figure 4.12,East Scotland Coast,8.99
2000,1,2000.00,Figure 4.12,East Scotland Coast,7.68
2000,2,2000.08,Figure 4.12,East Scotland Coast,7.07
2000,3,2000.17,Figure 4.12,East Scotland Coast,7.05
2000,4,2000.25,Figure 4.12,East Scotland Coast,6.89
2000,5,2000.33,Figure 4.12,East Scotland Coast,9.40
2000,6,2000.42,Figure 4.12,East Scotland Coast,10.99
2000,7,2000.50,Figure 4.12,East Scotland Coast,12.55
2000,8,2000.58,Figure 4.12,East Scotland Coast,14.31
2000,9,2000.67,Figure 4.12,East Scotland Coast,13.05
2000,10,2000.75,Figure 4.12,East Scotland Coast,11.49
2000,11,2000.83,Figure 4.12,East Scotland Coast,10.24
2000,12,2000.92,Figure 4.12,East Scotland Coast,9.65
2001,1,2001.00,Figure 4.12,East Scotland Coast,8.26
2001,2,2001.08,Figure 4.12,East Scotland Coast,6.89
2001,3,2001.17,Figure 4.12,East Scotland Coast,6.27
2001,4,2001.25,Figure 4.12,East Scotland Coast,6.59
2001,5,2001.33,Figure 4.12,East Scotland Coast,9.33
2001,6,2001.42,Figure 4.12,East Scotland Coast,10.78
2001,7,2001.50,Figure 4.12,East Scotland Coast,13.29
2001,8,2001.58,Figure 4.12,East Scotland Coast,14.34
2001,9,2001.67,Figure 4.12,East Scotland Coast,12.81
2001,10,2001.75,Figure 4.12,East Scotland Coast,12.19
2001,11,2001.83,Figure 4.12,East Scotland Coast,10.72
2001,12,2001.92,Figure 4.12,East Scotland Coast,9.26
2002,1,2002.00,Figure 4.12,East Scotland Coast,7.87
2002,2,2002.08,Figure 4.12,East Scotland Coast,7.33
2002,3,2002.17,Figure 4.12,East Scotland Coast,6.80
2002,4,2002.25,Figure 4.12,East Scotland Coast,7.48
2002,5,2002.33,Figure 4.12,East Scotland Coast,9.12
2002,6,2002.42,Figure 4.12,East Scotland Coast,11.96
2002,7,2002.50,Figure 4.12,East Scotland Coast,13.91
2002,8,2002.58,Figure 4.12,East Scotland Coast,15.46
2002,9,2002.67,Figure 4.12,East Scotland Coast,14.43
2002,10,2002.75,Figure 4.12,East Scotland Coast,12.65
2002,11,2002.83,Figure 4.12,East Scotland Coast,10.70
2002,12,2002.92,Figure 4.12,East Scotland Coast,9.63
2003,1,2003.00,Figure 4.12,East Scotland Coast,8.44
2003,2,2003.08,Figure 4.12,East Scotland Coast,7.32
2003,3,2003.17,Figure 4.12,East Scotland Coast,7.15
2003,4,2003.25,Figure 4.12,East Scotland Coast,7.89
2003,5,2003.33,Figure 4.12,East Scotland Coast,9.49
2003,6,2003.42,Figure 4.12,East Scotland Coast,12.72
2003,7,2003.50,Figure 4.12,East Scotland Coast,14.70
2003,8,2003.58,Figure 4.12,East Scotland Coast,15.63
2003,9,2003.67,Figure 4.12,East Scotland Coast,14.31
2003,10,2003.75,Figure 4.12,East Scotland Coast,12.25
